time,open,high,low,close,volume
2016-01-04 00:00:00+00:00,17437.5,17485.0,16956.5,17183.5,28739
2016-01-05 00:00:00+00:00,17184.0,17244.0,17037.0,17169.5,26684
2016-01-06 00:00:00+00:00,17168.0,17184.6,16816.0,16940.5,29636
2016-01-07 00:00:00+00:00,16934.5,16970.5,16461.0,16514.0,35160
2016-01-08 00:00:00+00:00,16517.5,16756.0,16307.5,16321.0,35434
2016-01-11 00:00:00+00:00,16338.5,16462.0,16176.5,16371.5,34646
2016-01-12 00:00:00+00:00,16366.5,16591.5,16258.0,16443.5,32657
2016-01-13 00:00:00+00:00,16435.0,16624.5,16120.0,16163.0,32970
2016-01-14 00:00:00+00:00,16164.0,16482.0,16076.0,16357.5,35908
2016-01-15 00:00:00+00:00,16358.5,16418.0,15840.5,16021.0,37673
2016-01-18 00:00:00+00:00,15961.5,16135.0,15884.5,15989.0,24130
2016-01-19 00:00:00+00:00,15985.5,16275.0,15899.0,15994.0,34328
2016-01-20 00:00:00+00:00,15993.5,16022.7,15451.0,15776.0,38414
2016-01-21 00:00:00+00:00,15777.0,16042.0,15646.0,15856.5,54093
2016-01-22 00:00:00+00:00,15859.0,16137.0,15811.5,16090.5,77046
2016-01-25 00:00:00+00:00,16088.5,16121.5,15874.5,15903.0,72395
2016-01-26 00:00:00+00:00,15901.0,16185.0,15724.0,16106.5,71111
2016-01-26 16:00:00+00:00,16025.0,16185.0,16025.0,16162.0,17823
2016-01-26 20:00:00+00:00,16163.0,16185.0,16102.0,16106.5,15696
2016-01-27 00:00:00+00:00,16104.0,16126.5,16045.5,16071.5,4250
2016-01-27 04:00:00+00:00,16071.0,16112.5,16026.0,16092.5,5347
2016-01-27 08:00:00+00:00,16092.0,16126.0,16038.0,16063.0,11429
2016-01-27 12:00:00+00:00,16065.0,16108.5,16042.5,16092.0,11015
2016-01-27 16:00:00+00:00,16093.5,16235.5,15985.0,16162.0,24701
2016-01-27 20:00:00+00:00,16161.0,16229.0,15874.5,15953.0,23634
2016-01-28 00:00:00+00:00,15948.0,16000.0,15852.0,16000.0,4924
2016-01-28 04:00:00+00:00,16000.5,16023.5,15931.0,15943.0,5005
2016-01-28 08:00:00+00:00,15942.0,16075.0,15926.5,16026.0,11957
2016-01-28 12:00:00+00:00,16026.5,16040.5,15891.0,16040.5,16505
2016-01-28 16:00:00+00:00,16039.5,16139.0,15861.0,16014.0,31543
2016-01-28 20:00:00+00:00,16013.0,16103.5,15956.5,16070.5,21802
2016-01-29 00:00:00+00:00,16068.0,16083.0,16020.0,16075.5,3791
2016-01-29 04:00:00+00:00,16076.0,16233.5,16060.5,16172.0,10316
2016-01-29 08:00:00+00:00,16172.5,16233.5,16145.5,16210.0,12675
2016-01-29 12:00:00+00:00,16209.5,16231.0,16135.0,16187.0,12727
2016-01-29 16:00:00+00:00,16187.5,16354.0,16147.0,16350.0,22025
2016-01-29 20:00:00+00:00,16350.5,16455.0,16338.0,16452.0,13423
2016-02-01 00:00:00+00:00,16444.5,16462.0,16384.5,16410.0,4863
2016-02-01 04:00:00+00:00,16409.5,16443.0,16390.5,16427.5,4190
2016-02-01 08:00:00+00:00,16426.0,16439.0,16350.5,16351.5,11219
2016-02-01 12:00:00+00:00,16351.0,16408.5,16312.5,16340.0,10852
2016-02-01 16:00:00+00:00,16339.0,16431.5,16295.0,16353.5,22143
2016-02-01 20:00:00+00:00,16354.0,16511.0,16348.0,16404.0,15842
2016-02-02 00:00:00+00:00,16400.0,16411.5,16365.5,16383.0,2560
2016-02-02 04:00:00+00:00,16382.5,16399.0,16320.0,16341.5,3333
2016-02-02 08:00:00+00:00,16342.0,16386.0,16253.0,16291.0,8956
2016-02-02 12:00:00+00:00,16290.5,16341.0,16259.5,16266.0,9656
2016-02-02 16:00:00+00:00,16265.0,16282.5,16159.0,16188.5,21980
2016-02-02 20:00:00+00:00,16188.0,16200.0,16107.5,16166.0,17186
2016-02-03 00:00:00+00:00,16172.0,16172.0,16070.5,16080.5,3925
2016-02-03 04:00:00+00:00,16079.5,16146.0,16069.5,16127.0,4912
2016-02-03 08:00:00+00:00,16127.5,16249.5,16105.5,16171.0,11388
2016-02-03 12:00:00+00:00,16171.5,16264.0,16135.5,16247.5,13860
2016-02-03 16:00:00+00:00,16248.0,16269.0,15959.0,16147.0,30807
2016-02-03 20:00:00+00:00,16146.5,16384.0,16074.0,16340.5,23716
2016-02-04 00:00:00+00:00,16342.0,16426.0,16324.0,16408.0,4560
2016-02-04 04:00:00+00:00,16408.5,16444.0,16392.0,16406.0,4817
2016-02-04 08:00:00+00:00,16407.0,16447.5,16353.5,16424.0,12109
2016-02-04 12:00:00+00:00,16424.5,16437.0,16206.0,16242.0,13680
2016-02-04 16:00:00+00:00,16242.5,16487.0,16239.0,16384.5,31886
2016-02-04 20:00:00+00:00,16384.0,16434.0,16319.5,16392.0,22544
2016-02-05 00:00:00+00:00,16391.0,16426.0,16358.0,16412.5,3761
2016-02-05 04:00:00+00:00,16412.0,16414.0,16368.5,16393.5,4005
2016-02-05 08:00:00+00:00,16393.0,16461.5,16360.0,16446.0,12153
2016-02-05 12:00:00+00:00,16445.5,16461.0,16320.5,16349.0,14985
2016-02-05 16:00:00+00:00,16348.0,16438.0,16176.0,16226.0,30111
2016-02-05 20:00:00+00:00,16226.5,16257.0,16128.5,16200.5,19806
2016-02-08 00:00:00+00:00,16210.5,16263.5,16193.5,16250.0,2952
2016-02-08 04:00:00+00:00,16251.0,16267.0,16209.5,16247.5,3671
2016-02-08 08:00:00+00:00,16249.0,16267.5,15960.5,15977.5,12948
2016-02-08 12:00:00+00:00,15978.5,16042.5,15943.5,16028.0,16549
2016-02-08 16:00:00+00:00,16027.0,16036.0,15810.0,15883.5,30790
2016-02-08 20:00:00+00:00,15884.0,16079.0,15803.0,16051.5,20221
2016-02-09 00:00:00+00:00,16052.5,16052.5,15943.5,15954.0,4176
2016-02-09 04:00:00+00:00,15953.0,15956.5,15897.0,15932.0,5629
2016-02-09 08:00:00+00:00,15929.5,16088.0,15903.0,16004.0,14485
2016-02-09 12:00:00+00:00,16004.5,16058.0,15859.5,15875.0,17241
2016-02-09 16:00:00+00:00,15874.0,16059.5,15841.5,15938.5,31391
2016-02-09 20:00:00+00:00,15939.0,16137.5,15879.0,15994.0,24142
2016-02-10 00:00:00+00:00,15992.0,16059.5,15918.0,15941.5,4656
2016-02-10 04:00:00+00:00,15941.0,15972.0,15915.5,15930.5,5645
2016-02-10 08:00:00+00:00,15934.0,16136.0,15929.0,16124.0,13053
2016-02-10 12:00:00+00:00,16124.5,16168.5,16072.5,16118.0,14028
2016-02-10 16:00:00+00:00,16119.5,16203.0,15986.0,16091.5,33049
2016-02-10 20:00:00+00:00,16091.0,16102.0,15876.0,15879.5,22057
2016-02-11 00:00:00+00:00,15882.0,15912.5,15791.5,15830.5,3612
2016-02-11 04:00:00+00:00,15831.0,15868.0,15809.5,15826.0,2777
2016-02-11 08:00:00+00:00,15826.5,15857.5,15586.5,15629.0,16579
2016-02-11 12:00:00+00:00,15628.0,15686.0,15555.5,15638.5,20009
2016-02-11 16:00:00+00:00,15639.5,15776.0,15517.0,15592.5,31898
2016-02-11 20:00:00+00:00,15591.5,15740.0,15503.0,15673.0,24443
2016-02-12 00:00:00+00:00,15671.5,15724.0,15671.5,15718.5,5637
2016-02-12 04:00:00+00:00,15718.0,15744.0,15651.5,15675.0,7966
2016-02-12 08:00:00+00:00,15679.0,15792.0,15647.0,15768.5,12953
2016-02-12 12:00:00+00:00,15769.0,15840.0,15748.5,15804.5,13255
2016-02-12 16:00:00+00:00,15804.0,15916.0,15742.0,15896.5,24402
2016-02-12 20:00:00+00:00,15896.0,15977.5,15855.0,15975.0,15861
2016-02-15 00:00:00+00:00,16017.0,16095.0,16014.5,16090.5,4831
2016-02-15 04:00:00+00:00,16091.0,16138.5,16067.5,16133.0,3849
2016-02-15 08:00:00+00:00,16131.0,16176.0,16091.5,16152.5,11813
2016-02-15 12:00:00+00:00,16153.5,16216.0,16146.0,16158.5,10068
2016-02-15 16:00:00+00:00,16159.0,16179.0,16142.5,16175.5,7049
2016-02-16 00:00:00+00:00,16158.0,16224.0,16149.5,16212.0,4391
2016-02-16 04:00:00+00:00,16212.5,16243.5,16204.0,16218.5,3255
2016-02-16 08:00:00+00:00,16219.0,16230.0,16142.0,16155.0,11672
2016-02-16 12:00:00+00:00,16156.0,16177.5,16098.0,16117.5,13583
2016-02-16 16:00:00+00:00,16116.5,16175.0,16026.0,16173.0,22576
2016-02-16 20:00:00+00:00,16172.5,16196.0,16151.0,16171.5,13289
2016-02-17 00:00:00+00:00,16174.0,16231.0,16147.0,16210.0,3923
2016-02-17 04:00:00+00:00,16209.5,16217.0,16122.0,16147.0,4371
2016-02-17 08:00:00+00:00,16146.0,16236.5,16109.0,16232.0,10873
2016-02-17 12:00:00+00:00,16231.5,16295.5,16224.5,16289.0,9416
2016-02-17 16:00:00+00:00,16290.5,16453.0,16290.5,16444.5,19666
2016-02-17 20:00:00+00:00,16445.0,16488.0,16417.0,16481.5,12324
2016-02-18 00:00:00+00:00,16483.5,16487.5,16458.0,16471.0,2599
2016-02-18 04:00:00+00:00,16470.5,16511.5,16459.5,16480.0,2666
2016-02-18 08:00:00+00:00,16479.0,16492.5,16406.0,16449.5,9644
2016-02-18 12:00:00+00:00,16449.0,16547.5,16441.5,16511.0,10299
2016-02-18 16:00:00+00:00,16510.5,16514.5,16400.0,16426.5,21380
